date,day_of_week,hour,department,is_holiday,patient_count
2025-10-13,0,12,Pediatrics,0,62
2025-06-15,6,17,Neurology,1,11
2025-11-03,0,11,Orthopedics,0,108
2025-05-04,6,17,Cardiology,1,15
2025-04-13,6,17,Dermatology,1,16
2025-12-13,5,13,Orthopedics,0,20
2026-02-08,6,15,General Medicine,1,14
2025-12-15,0,13,General Medicine,0,111
2025-06-22,6,16,Cardiology,1,10
2026-02-02,0,14,Pediatrics,0,98
2025-05-21,2,9,Orthopedics,0,81
2026-01-10,5,15,General Medicine,0,47
2025-11-27,3,9,Pediatrics,0,124
2026-03-17,1,9,Orthopedics,0,106
2025-04-19,5,12,Dermatology,0,35
2025-09-02,1,17,Dermatology,0,56
2025-08-19,1,9,Neurology,0,94
2025-08-01,4,10,Pediatrics,0,80
2026-04-08,2,8,Neurology,0,15
2025-07-31,3,11,Orthopedics,0,78
2025-10-19,6,16,General Medicine,1,16
2025-08-04,0,14,Orthopedics,0,77
2025-07-13,6,9,Orthopedics,1,16
2025-08-25,0,8,General Medicine,0,60
2026-01-17,5,10,Orthopedics,0,93
2025-11-08,5,11,Neurology,0,80
2025-09-28,6,16,Orthopedics,1,10
2025-09-07,6,9,Orthopedics,1,15
2026-03-09,0,13,Orthopedics,0,83
2026-02-09,0,8,Cardiology,0,66
2025-05-10,5,14,Neurology,0,29
2025-05-23,4,9,Cardiology,0,64
2025-12-09,1,13,Cardiology,0,69
2025-04-29,1,17,General Medicine,0,74
2025-12-03,2,10,Cardiology,0,55
2025-09-27,5,16,Cardiology,0,21
2025-04-11,4,15,Neurology,0,42
2025-09-02,1,8,Dermatology,0,84
2025-05-18,6,9,Orthopedics,1,6
2025-07-07,0,13,Neurology,0,52
2025-08-30,5,17,General Medicine,0,52
2026-03-26,3,11,General Medicine,0,94
2025-10-03,4,15,Cardiology,0,17
2026-02-19,3,8,Dermatology,0,18
2025-11-21,4,13,Dermatology,0,14
2026-01-26,0,8,Pediatrics,0,77
2025-07-14,0,11,General Medicine,0,132
2025-11-01,5,17,Pediatrics,0,64
2025-11-08,5,14,Neurology,0,31
2025-06-12,3,14,General Medicine,0,57
2025-04-10,3,10,Cardiology,0,77
2025-07-08,1,10,Orthopedics,0,79
2025-12-15,0,14,Dermatology,0,71
2025-05-07,2,8,Cardiology,0,30
2026-02-19,3,16,Orthopedics,0,13
2025-10-27,0,16,Dermatology,0,85
2025-06-02,0,9,Dermatology,0,124
2025-07-04,4,9,Dermatology,0,60
2025-09-04,3,10,Orthopedics,0,65
2025-04-12,5,12,Cardiology,0,30
2025-11-01,5,15,Cardiology,0,45
2025-05-03,5,10,Cardiology,0,65
2026-02-01,6,10,Orthopedics,1,10
2025-07-26,5,10,Cardiology,0,88
2025-10-23,3,9,Cardiology,0,43
2025-10-05,6,17,Neurology,1,16
2025-08-24,6,16,Neurology,1,20
2026-02-02,0,15,Dermatology,0,64
2025-12-22,0,15,Neurology,0,73
2025-05-21,2,10,Dermatology,0,94
2026-03-06,4,13,Orthopedics,0,13
2025-10-26,6,16,Cardiology,1,13
2026-01-01,3,10,Pediatrics,0,81
2026-03-31,1,16,Neurology,0,47
2025-06-05,3,11,Pediatrics,0,72
2025-11-16,6,12,General Medicine,1,7
2025-04-29,1,11,Orthopedics,0,102
2025-07-19,5,9,General Medicine,0,92
2025-09-16,1,10,Pediatrics,0,153
2025-10-17,4,9,General Medicine,0,96
2025-08-23,5,11,General Medicine,0,98
2025-09-13,5,11,Orthopedics,0,85
2025-06-16,0,13,Cardiology,0,75
2025-04-16,2,8,Neurology,0,31
2026-03-23,0,11,General Medicine,0,100
2025-10-19,6,15,General Medicine,1,7
2025-12-30,1,15,Orthopedics,0,58
2026-01-12,0,16,Cardiology,0,78
2025-10-30,3,10,Orthopedics,0,71
2025-09-30,1,14,Orthopedics,0,81
2025-04-19,5,14,Dermatology,0,28
2025-07-06,6,13,General Medicine,1,7
2025-06-13,4,17,Pediatrics,0,49
2025-07-02,2,16,Neurology,0,50
2026-03-29,6,12,Orthopedics,1,13
2025-09-25,3,14,Neurology,0,35
2025-10-15,2,17,Dermatology,0,16
2026-03-13,4,13,Cardiology,0,29
2025-08-02,5,10,General Medicine,0,90
2026-03-28,5,14,Dermatology,0,24
2025-11-28,4,10,Dermatology,0,62
2025-04-29,1,14,Pediatrics,0,97
2026-03-21,5,13,Cardiology,0,44
2025-12-27,5,9,Pediatrics,0,80
2025-08-05,1,17,Cardiology,0,72
2025-06-05,3,9,Dermatology,0,93
2025-09-04,3,11,Neurology,0,73
2025-07-23,2,11,Neurology,0,65
2025-10-17,4,17,Neurology,0,12
2025-08-13,2,11,Pediatrics,0,108
2026-01-21,2,14,Neurology,0,40
2025-12-12,4,14,Cardiology,0,41
2025-05-26,0,9,Neurology,0,93
2025-11-13,3,10,Pediatrics,0,82
2025-09-13,5,10,General Medicine,0,69
2026-03-09,0,17,Cardiology,0,56
2026-01-03,5,16,General Medicine,0,45
2025-06-30,0,8,Orthopedics,0,84
2026-02-22,6,17,Cardiology,1,15
2025-09-05,4,8,Neurology,0,45
2026-03-26,3,12,Dermatology,0,32
2025-07-30,2,12,Orthopedics,0,48
2026-01-26,0,9,General Medicine,0,146
2026-03-05,3,10,Pediatrics,0,88
2026-01-06,1,9,Dermatology,0,95
2025-12-01,0,12,Dermatology,0,70
2026-03-16,0,9,General Medicine,0,107
2026-03-30,0,17,Orthopedics,0,48
2026-04-09,3,11,Neurology,0,43
2025-12-03,2,9,Dermatology,0,80
2026-03-25,2,11,Pediatrics,0,100
2025-06-04,2,13,Orthopedics,0,22
2025-11-11,1,11,Cardiology,0,84
2025-06-07,5,16,Orthopedics,0,43
2025-07-27,6,16,Neurology,1,10
2026-02-20,4,9,General Medicine,0,55
2025-06-21,5,16,Orthopedics,0,32
2025-07-24,3,13,Pediatrics,0,56
2026-01-18,6,9,Dermatology,1,20
2025-09-07,6,16,Neurology,1,10
2025-12-20,5,17,General Medicine,0,56
2025-10-21,1,10,Pediatrics,0,91
2025-10-09,3,12,Cardiology,0,28
2026-01-20,1,10,Dermatology,0,104
2026-01-28,2,14,General Medicine,0,47
2025-10-17,4,12,Cardiology,0,27
2025-09-12,4,15,Neurology,0,48
2026-01-29,3,15,Orthopedics,0,19
2026-01-31,5,12,Orthopedics,0,14
2025-05-22,3,13,Pediatrics,0,57
2025-10-19,6,12,Dermatology,1,6
2025-05-20,1,15,Cardiology,0,44
2025-05-14,2,14,Pediatrics,0,57
2025-08-29,4,13,General Medicine,0,51
2025-08-22,4,15,General Medicine,0,27
2025-10-05,6,17,Pediatrics,1,7
2025-09-05,4,12,Neurology,0,41
2025-10-03,4,9,Orthopedics,0,75
2025-08-16,5,8,Pediatrics,0,62
2025-06-14,5,17,Orthopedics,0,13
2025-09-29,0,8,Dermatology,0,68
2025-08-26,1,14,Dermatology,0,43
2026-03-25,2,12,Orthopedics,0,20
2025-08-17,6,17,Cardiology,1,14
2026-04-09,3,12,Cardiology,0,34
2025-10-07,1,16,Neurology,0,58
2025-09-20,5,8,Orthopedics,0,46
2025-04-10,3,13,Orthopedics,0,21
2025-12-12,4,10,Neurology,0,78
2025-06-11,2,17,Neurology,0,50
2025-08-27,2,11,Orthopedics,0,97
2025-10-28,1,17,Dermatology,0,81
2025-04-24,3,13,Orthopedics,0,33
2025-07-09,2,10,Neurology,0,84
2025-09-12,4,13,General Medicine,0,43
2025-10-20,0,9,Neurology,0,129
2025-08-20,2,11,Orthopedics,0,42
2025-12-14,6,9,General Medicine,1,19
2025-08-04,0,14,Pediatrics,0,69
2026-02-06,4,11,Neurology,0,73
2026-02-03,1,8,Dermatology,0,62
2025-08-23,5,15,Dermatology,0,16
2025-10-19,6,9,Pediatrics,1,7
2025-09-11,3,15,Neurology,0,13
2025-04-22,1,9,Dermatology,0,78
2025-10-01,2,11,Neurology,0,100
2025-09-26,4,10,Cardiology,0,90
2025-06-05,3,14,Pediatrics,0,24
2025-08-15,4,12,Dermatology,0,32
2026-03-28,5,11,Cardiology,0,61
2026-01-30,4,8,Dermatology,0,46
2025-08-31,6,11,Pediatrics,1,16
2025-04-12,5,17,Orthopedics,0,50
2025-06-20,4,9,Cardiology,0,95
2026-02-01,6,9,Pediatrics,1,19
2025-07-26,5,8,Neurology,0,34
2026-04-02,3,13,Pediatrics,0,42
2025-09-14,6,11,General Medicine,1,17
2025-05-01,3,16,Orthopedics,0,26
2025-12-16,1,9,General Medicine,0,134
2025-06-08,6,11,Cardiology,1,19
2025-12-22,0,13,Dermatology,0,61
2025-05-17,5,16,Dermatology,0,24
2025-04-24,3,10,Pediatrics,0,99
2026-02-09,0,9,Dermatology,0,98
2026-03-18,2,11,Dermatology,0,96
2025-06-04,2,9,Neurology,0,77
2026-04-05,6,14,Orthopedics,1,18
2025-12-05,4,10,General Medicine,0,93
2025-05-07,2,10,Pediatrics,0,86
2025-04-14,0,14,Pediatrics,0,98
2025-11-28,4,8,Cardiology,0,27
2026-03-28,5,16,Cardiology,0,10
2025-11-12,2,8,General Medicine,0,57
2025-06-19,3,16,General Medicine,0,75
2025-11-05,2,17,Dermatology,0,33
2025-04-19,5,11,General Medicine,0,59
2025-12-17,2,14,General Medicine,0,71
2025-08-14,3,14,Pediatrics,0,47
2026-03-03,1,11,Cardiology,0,77
2025-10-07,1,14,Pediatrics,0,76
2025-09-15,0,13,Cardiology,0,62
2026-03-29,6,16,Cardiology,1,15
2025-12-26,4,10,Dermatology,0,67
2025-07-14,0,11,Cardiology,0,86
2026-04-10,4,13,Dermatology,0,42
2025-06-16,0,14,Orthopedics,0,74
2025-04-24,3,11,Pediatrics,0,107
2026-01-03,5,16,General Medicine,0,58
2025-04-13,6,17,Neurology,1,20
2025-12-17,2,12,Cardiology,0,45
2025-06-30,0,11,Dermatology,0,77
2025-08-28,3,16,Neurology,0,20
2025-09-05,4,14,Neurology,0,48
2026-01-04,6,13,Cardiology,1,17
2025-06-24,1,13,Dermatology,0,54
2025-08-12,1,16,Dermatology,0,74
2025-09-06,5,9,Pediatrics,0,94
2025-12-01,0,10,Orthopedics,0,114
2026-01-27,1,15,Cardiology,0,54
2025-05-03,5,15,Neurology,0,35
2025-06-21,5,8,Orthopedics,0,15
2025-05-15,3,8,General Medicine,0,43
2025-07-22,1,16,Cardiology,0,86
2025-05-18,6,9,Pediatrics,1,15
2025-08-25,0,9,Orthopedics,0,103
2026-04-08,2,10,General Medicine,0,67
2025-08-13,2,8,Orthopedics,0,32
2025-11-30,6,8,Pediatrics,1,9
2026-02-17,1,14,Dermatology,0,69
2025-05-28,2,12,Pediatrics,0,43
2025-06-13,4,17,General Medicine,0,50
2025-04-21,0,15,Neurology,0,52
2026-01-06,1,12,General Medicine,0,85
2025-05-11,6,15,Pediatrics,1,15
2025-10-23,3,14,Orthopedics,0,46
2025-12-28,6,16,General Medicine,1,18
2025-11-18,1,15,Neurology,0,61
2025-10-22,2,8,Cardiology,0,47
2026-03-09,0,11,Cardiology,0,94
2025-09-08,0,10,Pediatrics,0,124
2025-07-31,3,15,Pediatrics,0,47
2025-06-30,0,8,Orthopedics,0,58
2026-02-06,4,16,Dermatology,0,35
2025-12-08,0,15,Dermatology,0,56
2026-02-04,2,14,General Medicine,0,40
2026-01-03,5,12,Dermatology,0,45
2025-07-09,2,8,Neurology,0,10
2025-04-28,0,11,Pediatrics,0,125
2025-07-13,6,8,Dermatology,1,17
2025-05-28,2,11,Orthopedics,0,100
2025-10-07,1,9,Pediatrics,0,111
2025-10-18,5,14,Pediatrics,0,47
2026-03-01,6,13,Neurology,1,20
2025-08-23,5,15,Cardiology,0,38
2025-11-26,2,8,Cardiology,0,21
2026-01-20,1,17,Dermatology,0,70
2026-03-28,5,17,Dermatology,0,34
2025-11-19,2,10,Cardiology,0,86
2025-11-13,3,11,General Medicine,0,97
2025-08-29,4,10,Neurology,0,55
2025-08-04,0,16,Dermatology,0,52
2026-03-12,3,10,Pediatrics,0,69
2026-02-27,4,17,Neurology,0,50
2025-12-04,3,12,Cardiology,0,29
2025-06-21,5,13,Cardiology,0,29
2025-10-02,3,16,Cardiology,0,13
2025-09-30,1,14,Neurology,0,75
2025-12-18,3,10,Pediatrics,0,111
2025-06-26,3,9,Pediatrics,0,91
2026-02-23,0,12,Dermatology,0,83
2025-07-06,6,14,Dermatology,1,17
2025-10-20,0,15,Cardiology,0,46
2025-09-16,1,14,Orthopedics,0,43
2025-11-16,6,10,General Medicine,1,19
2025-07-27,6,14,Cardiology,1,7
2025-12-04,3,14,General Medicine,0,40
2026-01-13,1,16,Pediatrics,0,70
2025-06-11,2,13,Dermatology,0,42
2026-04-08,2,16,General Medicine,0,69
2026-02-26,3,16,General Medicine,0,55
2026-02-22,6,12,Cardiology,1,10
2026-01-27,1,8,Dermatology,0,79
2025-05-17,5,14,Cardiology,0,37
2025-12-02,1,15,Pediatrics,0,63
2025-09-07,6,13,Neurology,1,11
2025-11-11,1,14,Dermatology,0,44
2025-07-19,5,15,Pediatrics,0,55
2026-01-31,5,16,Cardiology,0,45
2025-05-29,3,8,Cardiology,0,29
2025-09-04,3,11,Cardiology,0,62
2026-04-03,4,13,Cardiology,0,47
2026-03-25,2,9,Pediatrics,0,110
2025-05-01,3,9,General Medicine,0,96
2025-12-04,3,14,Dermatology,0,14
2025-06-18,2,10,Cardiology,0,72
2026-03-31,1,17,Pediatrics,0,74
2026-02-28,5,16,General Medicine,0,65
2025-10-30,3,15,General Medicine,0,42
2026-02-10,1,14,Dermatology,0,67
2025-08-31,6,13,Pediatrics,1,10
2025-06-01,6,12,Pediatrics,1,9
2025-05-31,5,9,General Medicine,0,89
2025-12-22,0,10,Cardiology,0,97
2025-06-28,5,15,General Medicine,0,57
2025-07-27,6,12,General Medicine,1,11
2025-09-07,6,16,Pediatrics,1,5
2026-01-18,6,13,Pediatrics,1,10
2025-12-02,1,16,Orthopedics,0,49
2025-09-15,0,10,Cardiology,0,108
2026-01-12,0,17,Dermatology,0,73
2025-09-13,5,9,Neurology,0,54
2026-03-07,5,17,General Medicine,0,63
2025-12-12,4,12,Cardiology,0,22
2025-11-22,5,16,Orthopedics,0,22
2025-11-26,2,16,Neurology,0,43
2026-03-31,1,16,Orthopedics,0,37
2025-08-03,6,11,General Medicine,1,7
2026-04-05,6,12,General Medicine,1,10
2026-03-31,1,17,General Medicine,0,81
2025-04-20,6,14,Orthopedics,1,20
2025-12-31,2,17,Pediatrics,0,48
2025-07-28,0,12,Dermatology,0,38
2025-12-25,3,8,Dermatology,0,16
2025-09-22,0,11,Pediatrics,0,81
2026-03-06,4,11,Pediatrics,0,77
2025-06-01,6,12,Pediatrics,1,8
2025-12-30,1,10,General Medicine,0,115
2025-08-18,0,11,Cardiology,0,107
2025-10-14,1,10,Neurology,0,92
2025-09-22,0,10,Pediatrics,0,152
2026-02-16,0,15,Pediatrics,0,85
2025-10-20,0,15,Orthopedics,0,51
2025-09-16,1,10,Neurology,0,108
2026-02-03,1,13,Cardiology,0,35
2026-04-08,2,14,General Medicine,0,62
2025-10-18,5,11,General Medicine,0,104
2025-12-24,2,11,Orthopedics,0,79
2025-05-24,5,17,Dermatology,0,30
2025-12-02,1,10,General Medicine,0,90
2025-07-01,1,16,Pediatrics,0,70
2025-11-14,4,11,Dermatology,0,90
2025-06-28,5,11,General Medicine,0,118
2026-02-23,0,8,Cardiology,0,84
2026-01-24,5,15,Pediatrics,0,30
2025-05-22,3,16,General Medicine,0,51
2026-01-06,1,10,Dermatology,0,89
2025-12-17,2,14,Dermatology,0,39
2025-11-10,0,14,Orthopedics,0,48
2026-01-26,0,12,General Medicine,0,88
2026-01-17,5,9,General Medicine,0,86
2026-02-06,4,16,Dermatology,0,31
2025-08-04,0,11,Dermatology,0,83
2025-10-26,6,17,General Medicine,1,16
2025-05-17,5,14,Cardiology,0,11
2026-02-02,0,16,Cardiology,0,47
2026-04-10,4,10,Neurology,0,77
2025-10-05,6,13,General Medicine,1,18
2025-12-19,4,10,Dermatology,0,70
2026-04-03,4,14,Pediatrics,0,62
2025-06-30,0,17,Cardiology,0,65
2025-04-18,4,13,Neurology,0,29
2025-05-30,4,8,Neurology,0,47
2026-03-31,1,8,Pediatrics,0,85
2026-04-02,3,14,Neurology,0,12
2026-02-07,5,16,General Medicine,0,53
2025-11-09,6,12,Neurology,1,14
2026-01-30,4,17,Dermatology,0,20
2026-03-20,4,13,Dermatology,0,25
2025-10-05,6,14,Orthopedics,1,17
2025-09-15,0,11,Pediatrics,0,153
2025-05-01,3,16,General Medicine,0,56
2026-03-14,5,12,Cardiology,0,19
2025-04-25,4,13,Neurology,0,20
2025-05-20,1,15,Cardiology,0,42
2025-12-05,4,17,Neurology,0,41
2025-12-29,0,9,Dermatology,0,113
2025-09-16,1,13,Orthopedics,0,59
2026-01-18,6,12,Orthopedics,1,5
2025-11-24,0,14,General Medicine,0,78
2025-04-28,0,17,Dermatology,0,78
2025-04-30,2,10,Orthopedics,0,79
2025-10-04,5,15,Neurology,0,21
2025-04-16,2,11,Orthopedics,0,48
2025-09-04,3,15,Dermatology,0,15
2025-09-24,2,14,General Medicine,0,49
2026-03-03,1,13,Orthopedics,0,65
2025-06-13,4,13,Pediatrics,0,54
2025-09-13,5,11,Dermatology,0,58
2025-09-29,0,14,Dermatology,0,31
2026-01-11,6,14,Orthopedics,1,14
2026-01-03,5,10,Dermatology,0,59
2026-01-17,5,16,Dermatology,0,42
2025-05-02,4,11,Pediatrics,0,88
2026-01-12,0,17,Pediatrics,0,98
2025-08-02,5,17,Cardiology,0,41
2026-02-24,1,8,Dermatology,0,70
2025-12-11,3,17,Cardiology,0,12
2025-11-06,3,17,Neurology,0,29
2025-08-10,6,16,Pediatrics,1,5
2025-11-17,0,9,Neurology,0,130
2026-03-21,5,16,Pediatrics,0,42
2025-08-10,6,9,Cardiology,1,16
2025-12-05,4,11,Pediatrics,0,108
2025-12-15,0,8,Neurology,0,55
2025-04-19,5,15,Orthopedics,0,20
2025-12-16,1,12,Neurology,0,73
2026-01-19,0,14,Orthopedics,0,69
2025-06-03,1,13,Cardiology,0,64
2026-02-06,4,15,Dermatology,0,14
2025-11-14,4,14,Dermatology,0,28
2025-05-07,2,9,Pediatrics,0,95
2025-04-16,2,16,Cardiology,0,14
2025-11-13,3,14,Cardiology,0,47
2025-12-01,0,10,Neurology,0,84
2025-08-03,6,9,Dermatology,1,17
2025-09-01,0,11,General Medicine,0,109
2025-10-07,1,15,Dermatology,0,81
2025-06-02,0,12,General Medicine,0,68
2025-04-13,6,15,Dermatology,1,17
2025-11-14,4,17,Dermatology,0,43
2025-09-23,1,13,Neurology,0,75
2026-03-28,5,9,General Medicine,0,112
2026-03-08,6,14,Neurology,1,19
2026-01-14,2,9,Cardiology,0,66
2026-01-20,1,11,Cardiology,0,128
2025-07-27,6,10,Cardiology,1,20
2025-04-24,3,11,Dermatology,0,72
2025-06-07,5,15,Neurology,0,30
2025-11-01,5,11,Cardiology,0,79
2025-04-27,6,15,Cardiology,1,12
2025-06-22,6,14,Pediatrics,1,14
2025-11-27,3,10,Pediatrics,0,99
2025-10-01,2,16,Neurology,0,37
2025-12-07,6,12,Orthopedics,1,17
2025-10-30,3,14,General Medicine,0,50
2025-09-09,1,11,Cardiology,0,110
2025-06-25,2,12,Cardiology,0,46
2026-01-01,3,16,Pediatrics,0,47
2025-07-22,1,11,Dermatology,0,92
2025-07-18,4,10,Orthopedics,0,83
2025-06-21,5,12,Orthopedics,0,20
2026-02-19,3,15,Dermatology,0,39
2026-03-08,6,8,Cardiology,1,6
2025-09-02,1,11,Cardiology,0,109
2025-04-14,0,11,Dermatology,0,99
2025-11-20,3,16,Orthopedics,0,28
2025-04-24,3,8,Orthopedics,0,29
2025-04-16,2,13,Pediatrics,0,24
2025-11-27,3,14,Dermatology,0,34
2025-04-25,4,17,Neurology,0,40
2025-09-19,4,14,Neurology,0,21
2025-10-12,6,16,Dermatology,1,17
2025-11-14,4,17,Dermatology,0,12
2025-05-02,4,9,Orthopedics,0,82
2025-09-05,4,15,Orthopedics,0,48
2026-03-26,3,11,Dermatology,0,66
2025-11-26,2,8,General Medicine,0,42
2026-04-05,6,10,Cardiology,1,13
2025-07-17,3,17,Neurology,0,33
2025-05-21,2,17,Cardiology,0,28
2025-12-07,6,8,Pediatrics,1,5
2025-06-12,3,11,General Medicine,0,105
2025-06-14,5,17,Neurology,0,28
2026-03-27,4,16,Orthopedics,0,16
2025-10-28,1,11,Dermatology,0,96
2025-08-27,2,9,Dermatology,0,61
2025-07-02,2,15,Orthopedics,0,43
2025-08-31,6,11,Neurology,1,6
2025-11-19,2,11,Cardiology,0,78
2025-12-11,3,12,Dermatology,0,40
2025-10-25,5,9,Cardiology,0,62
2025-06-23,0,10,Cardiology,0,107
2025-11-05,2,12,Neurology,0,33
2025-06-22,6,11,Neurology,1,6
2026-02-04,2,10,Cardiology,0,56
2025-06-18,2,11,Orthopedics,0,86
2026-02-12,3,12,Neurology,0,41
2025-11-07,4,13,Dermatology,0,15
2025-08-08,4,14,Neurology,0,35
2025-11-20,3,17,Dermatology,0,38
2025-04-27,6,14,General Medicine,1,7
2025-05-27,1,9,Cardiology,0,119
2025-11-19,2,9,General Medicine,0,101
2025-11-05,2,16,Neurology,0,36
2025-12-05,4,14,Cardiology,0,36
2025-09-26,4,10,Cardiology,0,83
2025-10-08,2,14,Dermatology,0,13
2025-05-22,3,11,Pediatrics,0,111
2025-09-27,5,13,Orthopedics,0,24
2025-07-22,1,10,Pediatrics,0,131
2025-06-05,3,8,General Medicine,0,52
2025-07-05,5,9,Neurology,0,63
2025-05-20,1,8,General Medicine,0,72
2025-07-17,3,8,Dermatology,0,25
2025-08-28,3,12,Cardiology,0,29
2025-08-08,4,11,Orthopedics,0,71
2025-05-01,3,14,General Medicine,0,55
2025-04-17,3,13,Orthopedics,0,20
2025-05-17,5,8,Pediatrics,0,69
2026-03-14,5,14,Orthopedics,0,36
2025-11-11,1,15,Dermatology,0,40
2025-08-12,1,16,Pediatrics,0,80
2025-12-03,2,12,Dermatology,0,25
2025-12-27,5,14,Orthopedics,0,41
2025-09-15,0,15,Dermatology,0,67
2025-04-12,5,9,Pediatrics,0,94
2025-08-03,6,9,Pediatrics,1,17
2026-01-12,0,11,General Medicine,0,109
2025-05-11,6,13,Pediatrics,1,14
2025-12-15,0,8,Cardiology,0,54
2026-03-06,4,12,General Medicine,0,50
2025-09-08,0,17,Orthopedics,0,44
2025-12-27,5,14,Dermatology,0,45
2025-08-16,5,13,Dermatology,0,47
2025-07-10,3,17,General Medicine,0,63
2025-05-03,5,16,Pediatrics,0,68
2025-04-19,5,14,Cardiology,0,45
2025-11-01,5,16,Cardiology,0,11
2026-01-27,1,8,Neurology,0,65
2025-09-05,4,15,Orthopedics,0,26
2025-10-30,3,9,Orthopedics,0,86
2025-08-01,4,16,General Medicine,0,59
2025-10-15,2,11,Neurology,0,76
2025-08-27,2,12,Cardiology,0,18
2025-07-07,0,8,Dermatology,0,46
2025-06-30,0,11,Cardiology,0,122
2025-12-03,2,17,Pediatrics,0,60
2026-03-17,1,8,Pediatrics,0,72
2025-08-01,4,13,Dermatology,0,45
2025-12-14,6,11,Neurology,1,19
2025-10-24,4,16,Dermatology,0,48
2025-04-16,2,16,Neurology,0,34
2026-03-16,0,15,Pediatrics,0,88
2025-05-02,4,10,Orthopedics,0,56
2025-05-12,0,15,Pediatrics,0,112
2025-08-15,4,16,Orthopedics,0,26
2025-11-04,1,9,Orthopedics,0,85
2025-09-30,1,8,Dermatology,0,75
2026-03-02,0,8,General Medicine,0,87
2025-05-13,1,11,Cardiology,0,107
2025-07-08,1,9,Pediatrics,0,150
2026-03-30,0,10,Dermatology,0,102
2025-09-27,5,10,Orthopedics,0,59
2026-01-28,2,8,Orthopedics,0,49
2026-03-24,1,15,Neurology,0,56
2025-05-10,5,11,Dermatology,0,61
2025-12-02,1,15,Orthopedics,0,47
2025-10-26,6,10,General Medicine,1,10
2025-06-25,2,11,Pediatrics,0,84
2025-07-03,3,16,Pediatrics,0,50
2025-05-10,5,17,Orthopedics,0,25
2025-10-23,3,9,Cardiology,0,65
2025-12-04,3,9,Dermatology,0,91
2026-04-10,4,12,Pediatrics,0,62
2025-10-01,2,16,Pediatrics,0,63
2025-06-03,1,12,General Medicine,0,86
2026-03-13,4,17,Pediatrics,0,72
2025-09-25,3,12,Orthopedics,0,48
2025-09-20,5,10,Cardiology,0,45
2025-07-30,2,14,General Medicine,0,46
2025-07-01,1,11,Pediatrics,0,109
2025-10-19,6,13,Neurology,1,17
2025-07-01,1,10,General Medicine,0,114
2025-12-02,1,12,Pediatrics,0,95
2025-10-25,5,10,Neurology,0,51
2025-09-27,5,8,Pediatrics,0,65
2025-10-10,4,14,Neurology,0,22
2025-06-25,2,17,Orthopedics,0,34
2025-09-11,3,13,Orthopedics,0,24
2026-03-08,6,12,Pediatrics,1,11
2025-07-05,5,17,Neurology,0,29
2025-06-09,0,11,Orthopedics,0,92
2025-12-24,2,12,Cardiology,0,10
2025-08-04,0,14,Orthopedics,0,38
2025-08-10,6,16,Neurology,1,10
2025-06-12,3,17,General Medicine,0,62
2025-08-09,5,9,Dermatology,0,60
2025-05-27,1,10,Dermatology,0,115
2026-01-10,5,14,Neurology,0,24
2026-03-15,6,8,Cardiology,1,10
2025-12-26,4,14,Dermatology,0,32
2025-05-03,5,14,Pediatrics,0,72
2025-12-26,4,11,Neurology,0,79
2025-09-08,0,12,Cardiology,0,71
2025-04-14,0,8,Neurology,0,49
2025-09-28,6,15,Cardiology,1,7
2026-04-08,2,12,Orthopedics,0,38
2025-06-19,3,15,Dermatology,0,35
2026-03-15,6,14,Dermatology,1,13
2025-07-28,0,17,General Medicine,0,72
2025-04-22,1,8,Neurology,0,87
2025-12-13,5,14,General Medicine,0,53
2025-10-17,4,13,Neurology,0,44
2026-01-19,0,17,Neurology,0,40
2025-05-21,2,17,General Medicine,0,45
2025-12-25,3,12,Neurology,0,38
2026-01-11,6,13,Pediatrics,1,6
2026-01-02,4,11,Pediatrics,0,100
2026-01-24,5,15,Orthopedics,0,34
2025-06-18,2,12,Orthopedics,0,41
2025-04-17,3,8,General Medicine,0,53
2025-07-28,0,15,Cardiology,0,65
2025-12-14,6,13,Neurology,1,13
2026-01-10,5,15,General Medicine,0,59
2026-01-10,5,16,Cardiology,0,35
2025-10-24,4,14,Pediatrics,0,54
2025-04-19,5,10,Cardiology,0,50
2025-04-21,0,12,Orthopedics,0,66
2025-12-26,4,10,Pediatrics,0,117
2025-09-13,5,17,Neurology,0,25
2025-04-16,2,14,Pediatrics,0,40
2025-10-27,0,13,Neurology,0,75
2025-08-27,2,12,Neurology,0,27
2026-03-09,0,8,Neurology,0,60
2025-11-12,2,9,Dermatology,0,83
2025-05-13,1,15,Orthopedics,0,67
2025-10-19,6,9,Neurology,1,13
2026-03-02,0,9,Cardiology,0,108
2026-03-13,4,17,Dermatology,0,24
2026-03-20,4,16,Pediatrics,0,52
2025-10-12,6,12,Cardiology,1,20
2025-09-01,0,17,Neurology,0,65
2025-06-22,6,8,Orthopedics,1,19
2025-04-13,6,15,Pediatrics,1,16
2025-11-29,5,13,Cardiology,0,17
2025-04-28,0,10,Cardiology,0,110
2026-03-14,5,17,Dermatology,0,20
2026-03-12,3,9,Neurology,0,78
2026-02-26,3,12,Pediatrics,0,34
2026-02-26,3,15,Neurology,0,17
2026-02-28,5,8,Neurology,0,14
2025-07-10,3,9,Cardiology,0,82
2025-11-18,1,16,Dermatology,0,71
2026-01-09,4,14,Dermatology,0,10
2025-06-20,4,17,Orthopedics,0,22
2025-05-27,1,9,Orthopedics,0,80
2025-11-21,4,14,Pediatrics,0,39
2025-12-28,6,14,Neurology,1,20
2025-12-29,0,17,Neurology,0,34
